Date,Time,Home Id,Away Id
20180113,1300,110062,472
20180113,1600,467,240
20180113,1800,1860,573
20180113,1800,452,448
20180113,2000,242,461
20180114,1200,449,100888
20180114,1600,457,241
20180114,1800,1853,450
20180114,2000,243,483
20180115,2000,463,481
20180120,1300,483,1853
20180120,1600,457,450
20180120,1800,449,241
20180120,2000,243,242
20180120,2200,463,100888
20180121,1200,452,481
20180121,1600,1860,448
20180121,1800,467,573
20180121,2000,472,461
20180122,2000,240,110062
20180127,1300,483,457
20180127,1600,242,1853
20180127,1800,450,449
20180127,2000,241,463
20180127,2200,461,243
20180128,1200,100888,452
20180128,1600,481,1860
20180128,1800,448,467
20180128,2000,240,472
20180129,2000,573,110062
20180203,1300,457,242
20180203,1600,1853,243
20180203,1800,449,483
20180203,2000,463,450
20180203,2200,452,241
20180204,1200,1860,100888
20180204,1600,467,481
20180204,1800,110062,448
20180204,2000,240,461
20180205,2000,472,573
20180210,1300,450,452
20180210,1600,243,457
20180210,1800,242,449
20180210,2000,483,463
20180210,2200,461,1853
20180211,1200,241,1860
20180211,1600,100888,467
20180211,1800,481,110062
20180211,2000,573,240
20180212,2000,448,472
20180217,1300,457,1853
20180217,1600,449,243
20180217,1800,463,242
20180217,2000,452,483
20180217,2200,1860,450
20180218,1200,467,241
20180218,1600,110062,100888
20180218,1800,472,481
20180218,2000,240,448
20180219,2000,573,461
20180224,1300,461,457
20180224,1600,1853,449
20180224,1800,243,463
20180224,2000,242,452
20180224,2200,483,1860
20180225,1200,450,467
20180225,1600,241,110062
20180225,1800,100888,472
20180225,2000,481,240
20180226,2000,448,573
20180228,1800,463,1853
20180228,1800,452,243
20180228,1800,449,457
20180228,2000,467,483
20180228,2200,1860,242
20180301,1800,240,100888
20180301,1800,110062,450
20180301,1800,472,241
20180301,2000,573,481
20180301,2200,448,461
20180303,1300,461,449
20180303,1600,457,463
20180303,1800,1853,452
20180303,2000,243,1860
20180303,2200,242,467
20180304,1200,483,110062
20180304,1600,450,472
20180304,1800,481,448
20180304,2000,241,240
20180305,2000,100888,573
20180310,1300,463,449
20180310,1600,452,457
20180310,1800,1860,1853
20180310,2000,467,243
20180310,2200,110062,242
20180311,1200,472,483
20180311,1600,240,450
20180311,1800,448,100888
20180311,2000,481,461
20180312,2000,573,241
20180317,1300,461,463
20180317,1600,449,452
20180317,1800,457,1860
20180317,2000,1853,467
20180317,2200,243,110062
20180318,1200,242,472
20180318,1600,450,573
20180318,1800,483,240
20180318,2000,241,448
20180319,2000,100888,481
20180331,1300,452,463
20180331,1600,1860,449
20180331,1800,467,457
20180331,2000,110062,1853
20180331,2200,472,243
20180401,1200,573,483
20180401,1600,448,450
20180401,1800,240,242
20180401,2000,481,241
20180402,2000,100888,461
20180407,1300,461,452
20180407,1600,463,1860
20180407,1800,449,467
20180407,2000,457,110062
20180407,2200,1853,472
20180408,1200,450,481
20180408,1600,242,573
20180408,1800,241,100888
20180408,2000,243,240
20180409,2000,483,448
20180414,1300,1860,452
20180414,1600,467,463
20180414,1800,110062,449
20180414,2000,472,457
20180414,2200,240,1853
20180415,1200,573,243
20180415,1600,448,242
20180415,1800,481,483
20180415,2000,241,461
20180416,2000,100888,450
20180418,1800,1853,573
20180418,1800,452,467
20180418,1800,449,472
20180418,1800,461,1860
20180418,2000,457,240
20180418,2200,463,110062
20180419,1800,242,481
20180419,2000,450,241
20180419,2000,483,100888
20180419,2200,243,448
20180421,1300,467,1860
20180421,1600,110062,452
20180421,1800,472,463
20180421,2000,240,449
20180421,2200,573,457
20180422,1200,448,1853
20180422,1600,100888,242
20180422,1800,481,243
20180422,2000,241,483
20180423,2000,450,461
20180428,1300,461,467
20180428,1600,1860,110062
20180428,1800,452,472
20180428,2000,463,240
20180428,2200,449,573
20180429,1200,1853,481
20180429,1600,243,100888
20180429,1800,242,241
20180429,2000,457,448
20180430,2200,483,450
20180505,1300,110062,467
20180505,1600,472,1860
20180505,1800,240,452
20180505,2000,483,461
20180505,2200,448,449
20180506,1200,481,457
20180506,1600,100888,1853
20180506,1800,241,243
20180506,2000,450,242
20180507,2000,573,463
20180512,1300,110062,461
20180512,1600,467,472
20180512,1800,1860,240
20180512,2000,452,573
20180512,2200,463,448
20180513,1200,457,100888
20180513,1600,1853,241
20180513,1800,243,450
20180513,2000,449,481
20180514,2000,242,483
20180520,2000,448,452
20180520,2000,240,467
20180520,2000,100888,449
20180520,2000,241,457
20180520,2000,573,1860
20180520,2000,450,1853
20180520,2000,481,463
20180520,2000,472,110062
20180520,2000,461,242
20180520,2000,483,243
