Date,Time,Home Id,Away Id
20171126,1800,72,66
20171125,2000,219,62
20171125,2000,210,59
20171125,1500,74,71
20171126,2100,69,73
20171129,2000,1816,110569
20171129,2000,1530,74
20171129,2000,62,70
20171129,2000,68,219
20171129,2000,71,69
20171129,2100,59,1819
20171129,2100,66,65
20171129,2000,73,294
20171129,2000,76,210
20171129,2000,1809,72
20171202,2000,69,1530
20171202,1500,1819,71
20171202,2000,110569,59
20171202,2000,294,62
20171202,2000,65,1809
20171203,2100,70,219
20171202,2000,72,68
20171203,1600,76,73
20171202,2000,210,66
20171202,2000,74,1816
20171209,2000,1816,66
20171209,2000,1530,70
20171209,2000,69,294
20171209,2000,62,110569
20171209,2000,68,74
20171209,2000,71,72
20171209,2000,59,76
20171210,2100,219,1819
20171210,1800,73,65
20171209,2000,1809,210
20171217,1600,1819,69
20171216,2000,110569,65
20171216,2000,294,1816
20171216,1500,71,1530
20171216,2000,70,68
20171216,2000,72,59
20171216,2000,76,1809
20171216,2000,210,62
20171216,2000,74,73
20171217,2100,66,219
20171220,2000,1816,71
20171220,2000,1530,110569
20171220,2000,69,74
20171220,2000,62,1819
20171220,2000,68,76
20171220,2000,59,70
20171220,2000,65,72
20171220,2000,219,294
20171220,2000,73,210
20171220,2000,1809,66
20180113,1500,1819,1809
20180113,2000,110569,68
20180113,2000,294,59
20180113,2000,71,73
20180114,1800,70,69
20180113,2000,72,1816
20180113,2000,66,1530
20180114,1600,76,62
20180113,2000,210,65
20180113,2000,74,219
20180117,2000,1816,70
20180117,2000,1530,294
20180117,2100,69,72
20180117,2000,62,66
20180117,2000,68,1819
20180117,2000,59,210
20180117,2000,65,74
20180117,2000,219,76
20180117,2100,73,110569
20180117,2000,1809,71
20180120,2000,1816,62
20180120,2000,69,68
20180120,2000,294,65
20180121,1800,71,59
20180120,1500,70,1809
20180121,1600,72,1819
20180120,2000,76,110569
20180120,2000,210,219
20180120,2000,74,1530
20180121,2100,66,73
20180127,2000,1530,1816
20180127,2000,1819,210
20180127,2000,110569,74
20180128,1600,62,71
20180127,2000,68,72
20180128,1800,59,66
20180127,2000,65,76
20180127,2000,73,70
20180127,2000,1809,294
20180128,2100,219,69
20180203,2000,1816,1819
20180203,2000,294,110569
20180204,1600,65,73
20180203,2000,70,1530
20180203,2000,72,1809
20180203,2000,219,68
20180203,2000,76,59
20180203,2000,210,71
20180203,2000,74,62
20180204,2100,69,66
20180210,2000,1530,69
20180211,2100,1819,219
20180210,2000,110569,72
20180210,2000,62,210
20180210,2000,68,70
20180211,1800,71,65
20180210,2000,59,1816
20180210,2000,66,74
20180210,2000,76,294
20180211,1600,1809,73
20180217,2000,1816,1809
20180217,2000,1530,1819
20180218,2100,69,110569
20180217,2000,294,68
20180218,1600,65,66
20180217,2000,70,62
20180217,2000,72,71
20180218,1800,219,59
20180217,2000,73,76
20180217,2000,210,74
20180224,2000,110569,210
20180224,1500,62,68
20180224,2000,71,1816
20180224,2000,59,72
20180224,2000,65,1530
20180225,1600,66,1819
20180224,2000,76,70
20180224,2000,74,294
20180225,1800,1809,69
20180225,2100,73,219
20180303,1500,1816,74
20180303,2000,1530,62
20180303,2000,69,59
20180303,2000,1819,110569
20180304,1600,294,73
20180303,2000,68,1809
20180304,2100,70,66
20180303,2000,72,65
20180303,2000,219,71
20180304,1800,210,76
20180310,2000,110569,1816
20180310,2000,62,72
20180310,1500,71,294
20180310,2000,59,1530
20180311,1800,65,70
20180310,2000,66,210
20180311,1600,73,68
20180310,2000,76,69
20180310,2000,74,1819
20180311,2100,1809,219
20180317,2000,1816,294
20180317,2000,1530,210
20180318,1800,69,65
20180317,2000,1819,62
20180317,2000,68,71
20180317,2000,59,74
20180317,2000,70,110569
20180317,1500,72,73
20180317,2000,1809,76
20180318,2100,219,66
20180401,1800,110569,219
20180401,2000,62,59
20180401,2000,294,72
20180401,2000,71,1819
20180401,2100,65,1816
20180401,2000,66,1809
20180401,2000,73,1530
20180401,1600,76,68
20180401,2000,210,70
20180401,2000,74,69
20180407,2000,1816,210
20180407,2000,1530,76
20180407,2000,69,71
20180408,1600,1819,73
20180407,2000,62,294
20180408,1800,68,66
20180407,2000,59,65
20180407,1500,72,74
20180408,2100,219,70
20180407,2000,1809,110569
20180414,2000,1530,72
20180414,1500,294,219
20180414,2000,71,110569
20180414,2000,65,62
20180415,1800,70,59
20180414,2000,66,1816
20180414,2000,76,1819
20180414,2000,210,1809
20180414,2000,74,68
20180415,2100,73,69
20180421,2000,1816,76
20180421,1500,1819,294
20180421,2000,110569,66
20180421,2000,62,69
20180421,2000,68,210
20180422,1600,71,74
20180422,1800,59,73
20180421,2000,72,70
20180422,2100,219,65
20180421,2000,1809,1530
20180429,2100,1530,219
20180428,1500,69,1816
20180428,2000,294,210
20180428,2000,59,110569
20180428,2000,65,68
20180429,1600,70,1819
20180428,2000,66,71
20180428,2000,73,62
20180429,1800,76,72
20180428,2000,74,1809
20180506,1600,1816,73
20180506,2000,1819,59
20180506,2000,110569,62
20180506,2000,68,1530
20180506,2000,71,70
20180506,1800,219,72
20180506,2000,66,294
20180506,2000,210,69
20180506,2000,74,76
20180506,2000,1809,65
20180512,2000,1816,68
20180513,1600,1530,71
20180513,1800,69,1819
20180512,2000,62,219
20180513,2100,59,1809
20180512,2000,65,110569
20180512,2000,70,294
20180512,2000,72,210
20180512,1500,73,74
20180512,2000,76,66
20180519,2000,1819,65
20180519,2000,110569,1530
20180519,2000,294,69
20180519,2000,68,59
20180519,2000,71,76
20180519,2000,219,1816
20180519,2000,66,72
20180519,2000,210,73
20180519,2000,74,70
20180519,2000,1809,62
