0,0,FIFA,FIFA,-1
112,4,S7,FCE_Semi_Finals,81
113,5,G1, ,112
114,5,G2, ,112
115,4,S8,FCE_Final,81
116,5,G1, ,115
117,3,C232,TrophyName_Abbr15_232,0
118,4,S1,FCE_Final,117
119,5,G1, ,118
120,3,C223,TrophyName_Abbr15_223,0
121,4,S1,FCE_Setup_Stage,120
122,5,G1, ,121
123,5,G2, ,121
124,5,G3, ,121
125,5,G4, ,121
126,5,G5, ,121
127,5,G6, ,121
128,5,G7, ,121
129,5,G8, ,121
130,4,S2,FCE_Group_Stage,120
131,5,G1,FCE_Group_A,130
132,5,G2,FCE_Group_B,130
133,5,G3,FCE_Group_C,130
134,5,G4,FCE_Group_D,130
135,5,G5,FCE_Group_E,130
136,5,G6,FCE_Group_F,130
137,5,G7,FCE_Group_G,130
138,5,G8,FCE_Group_H,130
139,4,S3,Round of 16 Pots,120
140,5,G1,FCE_Group_Stage_Winners,139
141,5,G2,FCE_Group_Stage_Runner-ups,139
142,4,S4,FCE_Round_of_16,120
143,5,G1, ,142
144,5,G2, ,142
145,5,G3, ,142
146,5,G4, ,142
147,5,G5, ,142
148,5,G6, ,142
149,5,G7, ,142
150,5,G8, ,142
151,4,S5,FCE_Quarter_Finals_Draw,120
152,5,G1, ,151
153,4,S6,FCE_Quarter_Finals,120
154,5,G1, ,153
155,5,G2, ,153
156,5,G3, ,153
157,5,G4, ,153
158,4,S7,FCE_Semi_Finals_Draw,120
159,5,G1, ,158
160,4,S8,FCE_Semi_Finals,120
161,5,G1, ,160
162,5,G2, ,160
163,4,S9,FCE_Final,120
164,5,G1, ,163
165,3,C224,TrophyName_Abbr15_224,0
166,4,S1,FCE_Group_Stage_Setup,165
167,5,G1, ,166
168,5,G2, ,166
169,5,G3, ,166
170,5,G4, ,166
171,5,G5, ,166
172,5,G6, ,166
173,5,G7, ,166
174,5,G8, ,166
175,5,G9, ,166
176,5,G10, ,166
177,5,G11, ,166
178,5,G12, ,166
179,5,G13, ,166
180,4,S2,FCE_Group_Stage,165
181,5,G1,FCE_Group_A,180
182,5,G2,FCE_Group_B,180
183,5,G3,FCE_Group_C,180
184,5,G4,FCE_Group_D,180
185,5,G5,FCE_Group_E,180
186,5,G6,FCE_Group_F,180
187,5,G7,FCE_Group_G,180
188,5,G8,FCE_Group_H,180
189,5,G9,FCE_Group_I,180
190,5,G10,FCE_Group_J,180
191,5,G11,FCE_Group_K,180
192,5,G12,FCE_Group_L,180
193,4,S3,FCE_CL_Group_Stage_Team_Setup,165
194,5,G1,FCE_Group_Stage_3rd_Place_Teams,193
195,4,S4,FCE_Round_of_32_Pots,165
196,5,G1,FCE_Group_Stage_Winners_+_CL,195
197,5,G2,FCE_Group_Stage_Runner-ups_+_CL,195
198,4,S5,FCE_Round_of_32,165
199,5,G1, ,198
200,5,G2, ,198
201,5,G3, ,198
202,5,G4, ,198
203,5,G5, ,198
204,5,G6, ,198
205,5,G7, ,198
206,5,G8, ,198
207,5,G9, ,198
208,5,G10, ,198
209,5,G11, ,198
210,5,G12, ,198
211,5,G13, ,198
212,5,G14, ,198
213,5,G15, ,198
214,5,G16, ,198
215,4,S6,FCE_Round_of_16_Draw,165
216,5,G1, ,215
217,4,S7,FCE_Round_of_16,165
218,5,G1, ,217
219,5,G2, ,217
220,5,G3, ,217
221,5,G4, ,217
222,5,G5, ,217
223,5,G6, ,217
224,5,G7, ,217
225,5,G8, ,217
226,4,S8,FCE_Quarter_Finals_Draw,165
227,5,G1, ,226
228,4,S9,FCE_Quarter_Finals,165
229,5,G1, ,228
230,5,G2, ,228
231,5,G3, ,228
232,5,G4, ,228
233,4,S10,FCE_Semi-Finals_Draw,165
234,5,G1, ,233
235,4,S11,FCE_Semi_Finals,165
236,5,G1, ,235
237,5,G2, ,235
238,4,S12,FCE_Final,165
239,5,G1, ,238
240,3,C950,TrophyName_Abbr15_950,0
241,4,S1,FCE_Setup_Stage,240
242,5,G1, ,241
243,4,S2,FCE_Group_Stage,240
244,5,G1,FCE_Group_A,243
245,5,G2,FCE_Group_B,243
246,4,S3,FCE_Semi_Finals,240
247,5,G1, ,246
248,5,G2, ,246
249,4,S4,FCE_Third_Place,240
250,5,G1, ,249
251,4,S5,FCE_Final,240
252,5,G1, ,251
253,3,C970,TrophyName_Abbr15_970,0
254,4,S1,FCE_Group_Stage,253
255,5,G1,FCE_Group_A,254
256,5,G2,FCE_Group_B,254
257,5,G3,FCE_Group_C,254
258,4,S2,FCE_Setup_Stage,253
259,5,G1, ,258
260,4,S3,FCE_Setup_Stage,253
261,5,G1, ,260
262,4,S4,FCE_Quarter_Finals,253
263,5,G1, ,262
264,5,G2, ,262
265,5,G3, ,262
266,5,G4, ,262
267,4,S5,FCE_Semi_Finals,253
268,5,G1, ,267
269,5,G2, ,267
270,4,S6,FCE_Third_Place,253
271,5,G1, ,270
272,4,S7,FCE_Final,253
273,5,G1, ,272
274,3,C1003,TrophyName_Abbr15_1003,0
275,4,S1,FCE_Setup_Stage,274
276,5,G1, ,275
277,4,S2,FCE_Group_Stage,274
278,5,G1,FCE_Group_A,277
279,5,G2,FCE_Group_B,277
280,5,G3,FCE_Group_C,277
281,5,G4,FCE_Group_D,277
282,4,S3,FCE_Setup_Stage,274
283,5,G1, ,282
284,4,S4,FCE_Quarter_Finals,274
285,5,G1, ,284
286,5,G2, ,284
287,5,G3, ,284
288,5,G4, ,284
289,4,S5,FCE_Setup_Stage,274
290,5,G1, ,289
291,4,S6,FCE_Semi_Finals,274
292,5,G1, ,291
293,5,G2, ,291
294,4,S7,FCE_Setup_Stage,274
295,5,G1, ,294
296,4,S8,FCE_Final,274
297,5,G1, ,296
298,3,C960,TrophyName_Abbr15_960,0
299,4,S1,FCE_Setup_Stage,298
300,5,G1, ,299
301,4,S2,FCE_Group_Stage,298
302,5,G1,FCE_Group_A,301
303,5,G2,FCE_Group_B,301
304,4,S3,FCE_Semi_Finals,298
305,5,G1, ,304
306,5,G2, ,304
307,4,S4,FCE_Third_Place,298
308,5,G1, ,307
309,4,S5,FCE_Final,298
310,5,G1, ,309
311,3,C450,TrophyName_Abbr15_450,0
312,4,S1,FCE_Setup_Stage,311
313,5,G1, ,312
314,4,S2,FCE_Round_1,311
315,5,G1, ,314
316,5,G2, ,314
317,5,G3, ,314
318,5,G4, ,314
319,5,G5, ,314
320,5,G6, ,314
321,4,S3,FCE_Quarter_Finals,311
322,5,G1, ,321
323,5,G2, ,321
324,5,G3, ,321
325,5,G4, ,321
326,4,S4,FCE_Semi_Finals,311
327,5,G1, ,326
328,5,G2, ,326
329,4,S5,FCE_Final,311
330,5,G1, ,329
331,3,C350,TrophyName_Abbr15_350,0
332,4,S1,FCE_League_Stage,331
333,5,G1, ,332
334,3,C550,TrophyName_Abbr15_550,0
335,4,S1,FCE_Setup_Stage,334
336,5,G1, ,335
337,4,S2,FCE_Quarter_Finals,334
338,5,G1, ,337
339,5,G2, ,337
340,5,G3, ,337
341,5,G4, ,337
342,4,S3,FCE_Semi_Finals,334
343,5,G1, ,342
344,5,G2, ,342
345,4,S4,FCE_Third_Place,334
346,5,G1, ,345
347,4,S5,FCE_Final,334
348,5,G1, ,347
349,3,C500,TrophyName_Abbr15_500,0
350,4,S1,FCE_Setup_Stage,349
351,5,G1, ,350
352,4,S2,FCE_Group_Stage,349
353,5,G1,FCE_Group_A,352
354,5,G2,FCE_Group_B,352
355,4,S3,FCE_Semi_Finals,349
356,5,G1, ,355
357,5,G2, ,355
358,4,S4,FCE_Final,349
359,5,G1, ,358
360,3,C940,TrophyName_Abbr15_940,408
361,4,S1,FCE_Group_Stage,360
362,5,G1,FCE_Group_A,361
363,5,G2,FCE_Group_B,361
364,5,G3,FCE_Group_C,361
365,4,S2,FCE_Setup_Stage,360
366,5,G1, ,365
367,4,S3,FCE_Setup_Stage,360
368,5,G1, ,367
369,4,S4,FCE_Quarter_Finals,360
370,5,G1, ,369
371,5,G2, ,369
372,5,G3, ,369
373,5,G4, ,369
374,4,S5,FCE_Semi_Finals,360
375,5,G1, ,374
376,5,G2, ,374
377,4,S6,FCE_Third_Place,360
378,5,G1, ,377
379,4,S7,FCE_Final,360
380,5,G1, ,379
381,1,UEFA,European FA,0
382,3,C991,TrophyName_Abbr15_991,381
383,4,S1,FCE_Setup_Stage,382
384,5,G1, ,383
385,5,G2, ,383
386,5,G3, ,383
387,4,S2,FCE_Setup_Stage,382
388,5,G1, ,387
389,5,G2, ,387
390,5,G3, ,387
391,4,S3,FCE_Setup_Stage,382
392,5,G1, ,391
393,4,S4,FCE_Group_Stage,382
394,5,G1,FCE_Europe,393
395,3,C981,TrophyName_Abbr15_981,381
396,4,S1,FCE_Setup_Stage,395
397,5,G1, ,396
398,5,G2, ,396
399,5,G3, ,396
400,4,S2,FCE_Setup_Stage,395
401,5,G1, ,400
402,5,G2, ,400
403,5,G3, ,400
404,4,S3,FCE_Setup_Stage,395
405,5,G1, ,404
406,4,S4,FCE_Group_Stage,395
407,5,G1, ,406
408,2,COUN,NationName_250,381
409,1,CCAF, ,0
410,3,C100,TrophyName_Abbr15_1004,409
411,4,S1,FCE_Setup_Stage,410
412,5,G1, ,411
413,4,S2,FCE_Group_Stage,410
414,5,G1,FCE_Group_A,413
415,5,G2,FCE_Group_B,413
416,4,S3,FCE_Semi_Finals,410
417,5,G1, ,416
418,5,G2, ,416
419,4,S4,FCE_Finals,410
420,5,G1, ,419
421,1,AFC, ,0
422,3,C993,TrophyName_Abbr15_993,421
423,4,S1,FCE_Group_Stage,422
424,5,G1,FCE_Asia,423
425,3,C100,TrophyName_Abbr15_1005,421
426,4,S1,FCE_Setup_Stage,425
427,5,G1, ,426
428,4,S2,FCE_Group_Stage,425
429,5,G1,FCE_Group_A,428
430,5,G2,FCE_Group_B,428
431,4,S3,FCE_Semi_Finals,425
432,5,G1, ,431
433,5,G2, ,431
434,4,S4,FCE_Finals,425
435,5,G1, ,434
436,1,CNBL, ,0
437,3,C992,TrophyName_Abbr15_992,436
438,4,S1,FCE_Group_Stage,437
439,5,G1,FCE_SouthAmerica,438
440,1,CAF, ,0
441,1,OFC, ,0
442,1,CRCT, ,0
443,2,CRCY,NationName_216,442
444,3,C900,MatchTypeIntFriendly,0
445,4,S1,Friendly,444
446,5,G1, ,445
447,3,CFRN,Friendly,0
448,4,S1,Friendly,447
449,5,G1, ,448
