Date,Time,Home Team ID,Away Team ID
20150529,2110,110398,1876
20150601,1800,110580,110093
20150530,2015,111715,111707
20150531,1600,101085,101088
20150529,1500,1877,110396
20150601,1810,110404,112713
20150531,2000,1013,111022
20150601,2110,111019,110554
20150529,2030,101084,111716
20150530,1830,111706,110394
20150606,2100,111706,112909
20150605,1500,110394,101084
20150606,2030,111716,1013
20150607,1600,111022,111019
20150608,1800,110554,110404
20150607,2000,112713,1877
20150607,1830,110396,101085
20150608,2100,101088,111715
20150607,1810,111707,110580
20150605,2110,110093,110398
20150606,1800,1876,112904
20150606,1810,110395,110392
20150605,2000,112925,110406
20150608,2110,111711,111710
20150606,2015,101083,111713
20150711,1810,112909,101083
20150713,1800,111713,111711
20150711,2015,111710,112925
20150711,2030,110406,110395
20150712,1815,110392,1876
20150710,2000,112904,110093
20150712,1600,110398,111707
20150710,1500,110580,101088
20150711,1830,111715,110396
20150713,2110,101085,112713
20150712,2000,1877,110554
20150710,2110,110404,111022
20150710,2100,111019,111716
20150712,2010,1013,110394
20150711,2100,101084,111706
20150719,2110,101084,112909
20150717,2000,111706,1013
20150719,1600,110394,111019
20150718,2015,111716,110404
20150717,1500,111022,1877
20150719,1830,110554,101085
20150718,1810,112713,111715
20150717,2100,110396,110580
20150720,1800,101088,110398
20150718,1830,111707,112904
20150718,1800,110093,110392
20150719,2030,1876,110406
20150719,1810,110395,111710
20150720,2110,112925,111713
20150718,2030,111711,101083
20150725,1830,112909,111711
20150726,1600,101083,112925
20150725,1810,111713,110395
20150725,2030,111710,1876
20150726,1810,110406,110093
20150726,2000,110392,111707
20150727,1800,112904,101088
20150724,2000,110398,110396
20150725,2015,110580,112713
20150726,1830,111715,110554
20150724,1500,101085,111022
20150725,2100,1877,111716
20150724,2110,110404,110394
20150726,1800,111019,111706
20150727,2110,1013,101084
20150801,2100,1013,112909
20150803,1810,101084,111019
20150803,1800,111706,110404
20150802,2100,110394,1877
20150801,2015,111716,101085
20150731,2000,111022,111715
20150802,1600,110554,110580
20150801,2030,112713,110398
20150731,2110,110396,112904
20150802,2000,101088,110392
20150801,1810,111707,110406
20150802,1815,110093,111710
20150731,1500,1876,111713
20150802,2100,110395,101083
20150802,2110,112925,111711
20150815,2030,112909,112925
20150815,2115,111711,110395
20150816,1600,101083,1876
20150815,1810,111713,110093
20150814,1500,111710,111707
20150816,2000,110406,101088
20150815,1830,110392,110396
20150817,1800,112904,112713
20150817,2110,110398,110554
20150814,2110,110580,111022
20150816,2110,111715,111716
20150816,2000,101085,110394
20150814,2000,1877,111706
20150815,2000,110404,101084
20150816,1600,111019,1013
20150822,2100,111019,112909
20150823,1600,1013,110404
20150824,2015,101084,1877
20150823,2030,111706,101085
20150823,2000,110394,111715
20150822,1810,111716,110580
20150822,1800,111022,110398
20150823,1815,110554,112904
20150821,2000,112713,110392
20150821,1500,110396,110406
20150823,1830,101088,111710
20150822,2015,111707,111713
20150821,2110,110093,101083
20150822,2030,1876,111711
20150822,1810,110395,112925
20150829,2110,112909,110395
20150829,2015,112925,1876
20150828,2000,111711,110093
20150831,2000,101083,111707
20150830,1600,111713,101088
20150828,2110,111710,110396
20150830,2000,110406,112713
20150831,2100,110392,110554
20150830,1800,112904,111022
20150829,1500,110398,111716
20150828,1500,110580,110394
20150830,1815,111715,111706
20150829,2000,101085,101084
20150830,1800,1877,1013
20150831,1800,110404,111019
20150912,2100,111713,111706
20150912,2015,101083,101084
20150911,2110,111711,1013
20150913,1600,112925,111019
20150912,1810,110395,110404
20150914,2100,1876,1877
20150913,2000,110093,101085
20150913,2110,111715,101088
20150912,1810,110580,110396
20150911,2000,110398,112713
20150914,2110,112904,110554
20150913,1820,110392,111022
20150912,1830,110406,111716
20150911,1500,111710,110394
20150914,1800,111707,112909
20150919,1800,110404,112909
20150918,2000,111019,1877
20150921,1800,1013,101085
20150918,1500,101084,111715
20150920,2000,111706,110580
20150920,1815,110394,110398
20150918,2030,111716,112904
20150919,2015,111022,110392
20150919,2030,110554,110406
20150918,1610,112713,111710
20150918,2110,110396,111713
20150920,2000,101088,101083
20150921,1830,111707,111711
20150921,1515,110093,112925
20150920,1600,1876,110395
20150926,2115,112909,1876
20150925,2000,110395,110093
20150925,1500,112925,111707
20150928,1800,111711,101088
20150925,2100,101083,110396
20150927,1815,111713,112713
20150927,1800,111710,110554
20150927,1600,110406,111022
20150928,2110,110392,111716
20150926,2030,112904,110394
20150927,2000,110398,111706
20150925,2100,110580,101084
20150925,1610,111715,1013
20150926,2015,101085,111019
20150926,1810,1877,110404
20151003,2015,1877,112909
20151003,2030,110404,101085
20151004,1600,111019,111715
20151004,2000,1013,110580
20151002,1815,101084,110398
20151003,2110,111706,112904
20151003,1615,110394,110392
20151002,2000,111716,110406
20151004,2100,111022,111710
20151002,2100,110554,111713
20151003,2100,112713,101083
20151005,2110,110396,111711
20151005,1800,101088,112925
20151005,2100,111707,110395
20151004,2100,110093,1876
20151017,2100,112909,110093
20151016,2000,1876,111707
20151016,1500,110395,101088
20151018,1600,112925,110396
20151017,2015,111711,112713
20151019,1800,101083,110554
20151018,2000,111713,111022
20151018,1815,111710,111716
20151016,1610,110406,110394
20151017,2030,110392,111706
20151017,1815,112904,101084
20151018,1600,110398,1013
20151019,2110,110580,111019
20151016,2110,111715,110404
20151017,1800,101085,1877
20151031,2100,101085,112909
20151031,2015,1877,111715
20151101,1600,110404,110580
20151102,1830,111019,110398
20151101,2000,1013,112904
20151030,1610,101084,110392
20151030,2110,111706,110406
20151102,1800,110394,111710
20151031,1500,111716,111713
20151101,1830,111022,101083
20151030,1500,110554,111711
20151101,1810,112713,112925
20151102,2000,110396,110395
20151031,2110,101088,1876
20151030,2000,111707,110093
20151106,1500,112909,111707
20151108,2000,110093,101088
20151108,2000,1876,110396
20151108,2000,110395,112713
20151109,1800,112925,110554
20151109,2110,111711,111022
20151107,2030,101083,111716
20151109,2110,111713,110394
20151106,2000,111710,111706
20151107,2030,110406,101084
20151108,2000,110392,1013
20151107,1810,112904,111019
20151109,1815,110398,110404
20151106,2000,110580,1877
20151108,2100,111715,101085
