0,0,FIFA,FIFA,-1
111,4,S4,FCE_Semi_Finals,95
112,5,G1, ,111
113,5,G2, ,111
114,4,S5,FCE_Final,95
115,5,G1, ,114
116,3,C981,TrophyName_Abbr15_981,81
117,4,S1,FCE_Setup_Stage,116
118,5,G1, ,117
119,5,G2, ,117
120,5,G3, ,117
121,4,S2,FCE_Setup_Stage,116
122,5,G1, ,121
123,5,G2, ,121
124,5,G3, ,121
125,4,S3,FCE_Setup_Stage,116
126,5,G1, ,125
127,4,S4,FCE_Group_Stage,116
128,5,G1, ,127
129,3,C232,TrophyName_Abbr15_232,81
130,4,S1,FCE_Final,129
131,5,G1, ,130
132,3,C223,TrophyName_Abbr15_223,81
133,4,S1,FCE_Setup_Stage,132
134,5,G1, ,133
135,5,G2, ,133
136,5,G3, ,133
137,4,S2,FCE_Playoff_Round_Setup,132
138,5,G1, ,137
139,4,S3,FCE_Playoff_Round,132
140,5,G1, ,139
141,5,G2, ,139
142,5,G3, ,139
143,5,G4, ,139
144,5,G5, ,139
145,4,S4,FCE_Playoff_Round_Setup,132
146,5,G1, ,145
147,4,S5,FCE_Playoff_Round_Setup_2,132
148,5,G1,FCE_Top_10,147
149,5,G2,FCE_Bottom_10,147
150,4,S6,FCE_Playoff_Round,132
151,5,G1, ,150
152,5,G2, ,150
153,5,G3, ,150
154,5,G4, ,150
155,5,G5, ,150
156,5,G6, ,150
157,5,G7, ,150
158,5,G8, ,150
159,5,G9, ,150
160,5,G10, ,150
161,4,S7,FCE_Group_Stage_Setup,132
162,5,G1, ,161
163,5,G2, ,161
164,4,S8,FCE_Group_Stage_Pots,132
165,5,G1,FCE_TH_and_Seeds_1-7,164
166,5,G2,FCE_Seeds_8-15,164
167,5,G3,FCE_Seeds_16-23,164
168,5,G4,FCE_Seeds_24-31,164
169,4,S9,FCE_Group_Stage,132
170,5,G1,FCE_Group_A,169
171,5,G2,FCE_Group_B,169
172,5,G3,FCE_Group_C,169
173,5,G4,FCE_Group_D,169
174,5,G5,FCE_Group_E,169
175,5,G6,FCE_Group_F,169
176,5,G7,FCE_Group_G,169
177,5,G8,FCE_Group_H,169
178,4,S10,Round of 16 Pots,132
179,5,G1,FCE_Group_Stage_Winners,178
180,5,G2,FCE_Group_Stage_Runner-ups,178
181,4,S11,FCE_Round_of_16,132
182,5,G1, ,181
183,5,G2, ,181
184,5,G3, ,181
185,5,G4, ,181
186,5,G5, ,181
187,5,G6, ,181
188,5,G7, ,181
189,5,G8, ,181
190,4,S12,FCE_Quarter_Finals_Draw,132
191,5,G1, ,190
192,4,S13,FCE_Quarter_Finals,132
193,5,G1, ,192
194,5,G2, ,192
195,5,G3, ,192
196,5,G4, ,192
197,4,S14,FCE_Semi_Finals_Draw,132
198,5,G1, ,197
199,4,S15,FCE_Semi_Finals,132
200,5,G1, ,199
201,5,G2, ,199
202,4,S16,FCE_Final,132
203,5,G1, ,202
204,3,C224,TrophyName_Abbr15_224,81
205,4,S1,FCE_Setup_Stage,204
206,5,G1, ,205
207,5,G2, ,205
208,5,G3, ,205
209,4,S2,FCE_Qualifying_Round_Setup,204
210,5,G1, ,209
211,4,S3,FCE_Qualifying_Round_Setup_2,204
212,5,G1,FCE_Top_22,211
213,5,G2,FCE_Bottom_22,211
214,4,S4,FCE_Qualifying Round,204
215,5,G1, ,214
216,5,G2, ,214
217,5,G3, ,214
218,5,G4, ,214
219,5,G5, ,214
220,5,G6, ,214
221,5,G7, ,214
222,5,G8, ,214
223,5,G9, ,214
224,5,G10, ,214
225,5,G11, ,214
226,5,G12, ,214
227,5,G13, ,214
228,5,G14, ,214
229,5,G15, ,214
230,5,G16, ,214
231,5,G17, ,214
232,5,G18, ,214
233,5,G19, ,214
234,5,G20, ,214
235,5,G21, ,214
236,5,G22, ,214
237,4,S5,FCE_Group_Stage_Setup,204
238,5,G1, ,237
239,5,G2, ,237
240,4,S6,FCE_Group_Stage_Pots,204
241,5,G1,FCE_TH_and_Seeds_1-11,240
242,5,G2,FCE_Seeds_12-23,240
243,5,G3,FCE_Seeds_24-35,240
244,5,G4,FCE_Seeds_36-47,240
245,4,S7,FCE_Group_Stage,204
246,5,G1,FCE_Group_A,245
247,5,G2,FCE_Group_B,245
248,5,G3,FCE_Group_C,245
249,5,G4,FCE_Group_D,245
250,5,G5,FCE_Group_E,245
251,5,G6,FCE_Group_F,245
252,5,G7,FCE_Group_G,245
253,5,G8,FCE_Group_H,245
254,5,G9,FCE_Group_I,245
255,5,G10,FCE_Group_J,245
256,5,G11,FCE_Group_K,245
257,5,G12,FCE_Group_L,245
258,4,S8,FCE_CL_Group_Stage_Team_Setup,204
259,5,G1,FCE_Group_Stage_3rd_Place_Teams,258
260,4,S9,FCE_Round_of_32_Pots,204
261,5,G1,FCE_Group_Stage_Winners_+_CL,260
262,5,G2,FCE_Group_Stage_Runner-ups_+_CL,260
263,4,S10,FCE_Round_of_32,204
264,5,G1, ,263
265,5,G2, ,263
266,5,G3, ,263
267,5,G4, ,263
268,5,G5, ,263
269,5,G6, ,263
270,5,G7, ,263
271,5,G8, ,263
272,5,G9, ,263
273,5,G10, ,263
274,5,G11, ,263
275,5,G12, ,263
276,5,G13, ,263
277,5,G14, ,263
278,5,G15, ,263
279,5,G16, ,263
280,4,S11,FCE_Round_of_16_Draw,204
281,5,G1, ,280
282,4,S12,FCE_Round_of_16,204
283,5,G1, ,282
284,5,G2, ,282
285,5,G3, ,282
286,5,G4, ,282
287,5,G5, ,282
288,5,G6, ,282
289,5,G7, ,282
290,5,G8, ,282
291,4,S13,FCE_Quarter_Finals_Draw,204
292,5,G1, ,291
293,4,S14,FCE_Quarter_Finals,204
294,5,G1, ,293
295,5,G2, ,293
296,5,G3, ,293
297,5,G4, ,293
298,4,S15,FCE_Semi-Finals_Draw,204
299,5,G1, ,298
300,4,S16,FCE_Semi_Finals,204
301,5,G1, ,300
302,5,G2, ,300
303,4,S17,FCE_Final,204
304,5,G1, ,303
305,2,AUST,NationName_4,81
306,3,C212,TrophyName_Abbr15_212,305
307,4,S1,FCE_Setup_Stage,306
308,5,G1, ,307
309,4,S2,FCE_Round_1,306
310,5,G1, ,309
311,5,G2, ,309
312,4,S3,FCE_Quarter_Finals,306
313,5,G1, ,312
314,5,G2, ,312
315,5,G3, ,312
316,5,G4, ,312
317,4,S4,FCE_Semi_Finals,306
318,5,G1, ,317
319,5,G2, ,317
320,4,S5,FCE_Final,306
321,5,G1, ,320
322,3,C80,TrophyName_Abbr15_80,305
323,4,S1,FCE_League_Stage,322
324,5,G1, ,323
325,2,BELG,NationName_7,81
326,3,C213,TrophyName_Abbr15_213,325
327,4,S1,Setup Stage,326
328,5,G1, ,327
329,4,S2,FCE_Round_1,326
330,5,G1, ,329
331,5,G2, ,329
332,5,G3, ,329
333,5,G4, ,329
334,5,G5, ,329
335,5,G6, ,329
336,5,G7, ,329
337,5,G8, ,329
338,4,S3,FCE_Quarter_Finals,326
339,5,G1, ,338
340,5,G2, ,338
341,5,G3, ,338
342,5,G4, ,338
343,4,S4,FCE_Semi_Finals,326
344,5,G1, ,343
345,5,G2, ,343
346,4,S5,FCE_Final,326
347,5,G1, ,346
348,3,C4,TrophyName_Abbr15_4,325
349,4,S1,FCE_League_Stage,348
350,5,G1, ,349
351,4,S2,FCE_League_Stage,348
352,5,G1, ,351
353,2,DENM,NationName_13,81
354,3,C215,TrophyName_Abbr15_215,353
355,4,S1,FCE_Setup_Stage,354
356,5,G1, ,355
357,4,S2,FCE_Round_1,354
358,5,G1, ,357
359,5,G2, ,357
360,5,G3, ,357
361,5,G4, ,357
362,4,S3,FCE_Quarter_Finals,354
363,5,G1, ,362
364,5,G2, ,362
365,5,G3, ,362
366,5,G4, ,362
367,4,S4,FCE_Semi_Finals,354
368,5,G1, ,367
369,5,G2, ,367
370,4,S5,FCE_Final,354
371,5,G1, ,370
372,3,C1,TrophyName_Abbr15_1,353
373,4,S1,FCE_League_Stage,372
374,5,G1, ,373
375,2,ENGL,NationName_14,81
376,3,C228,TrophyName_Abbr15_228,375
377,4,S1,FCE_Final,376
378,5,G1, ,377
379,3,C201,TrophyName_Abbr15_201,375
380,4,S1,FCE_Setup_Stage,379
381,5,G1, ,380
382,4,S2,FCE_Round_1_Draw,379
383,5,G1, ,382
384,4,S3,FCE_Round_1,379
385,5,G1, ,384
386,5,G2, ,384
387,5,G3, ,384
388,5,G4, ,384
389,5,G5, ,384
390,5,G6, ,384
391,5,G7, ,384
392,5,G8, ,384
393,4,S3R,FCE_Round_1_Replay,379
394,5,G1, ,393
395,5,G2, ,393
396,5,G3, ,393
397,5,G4, ,393
398,5,G5, ,393
399,5,G6, ,393
400,5,G7, ,393
401,5,G8, ,393
402,4,S4,FCE_Round_2_Draw,379
403,5,G1, ,402
404,4,S5,FCE_Round_2,379
405,5,G1, ,404
406,5,G2, ,404
407,5,G3, ,404
408,5,G4, ,404
409,5,G5, ,404
410,5,G6, ,404
411,5,G7, ,404
412,5,G8, ,404
413,5,G9, ,404
414,5,G10, ,404
415,5,G11, ,404
416,5,G12, ,404
417,5,G13, ,404
418,5,G14, ,404
419,5,G15, ,404
420,5,G16, ,404
421,5,G17, ,404
422,5,G18, ,404
423,5,G19, ,404
424,5,G20, ,404
425,4,S5R,FCE_Round_2_Replay,379
426,5,G1, ,425
427,5,G2, ,425
428,5,G3, ,425
429,5,G4, ,425
430,5,G5, ,425
431,5,G6, ,425
432,5,G7, ,425
433,5,G8, ,425
434,5,G9, ,425
435,5,G10, ,425
436,5,G11, ,425
437,5,G12, ,425
438,5,G13, ,425
439,5,G14, ,425
440,5,G15, ,425
441,5,G16, ,425
442,5,G17, ,425
443,5,G18, ,425
444,5,G19, ,425
445,5,G20, ,425
446,4,S6,FCE_Round_3_Draw,379
447,5,G1, ,446
448,4,S7,FCE_Round_3,379
449,5,G1, ,448
450,5,G2, ,448
451,5,G3, ,448
452,5,G4, ,448
453,5,G5, ,448
454,5,G6, ,448
455,5,G7, ,448
456,5,G8, ,448
457,5,G9, ,448
458,5,G10, ,448
459,5,G11, ,448
460,5,G12, ,448
461,5,G13, ,448
462,5,G14, ,448
463,5,G15, ,448
464,5,G16, ,448
465,5,G17, ,448
466,5,G18, ,448
467,5,G19, ,448
468,5,G20, ,448
469,5,G21, ,448
470,5,G22, ,448
471,5,G23, ,448
472,5,G24, ,448
473,5,G25, ,448
474,5,G26, ,448
475,5,G27, ,448
476,5,G28, ,448
477,5,G29, ,448
478,5,G30, ,448
479,5,G31, ,448
480,5,G32, ,448
481,4,S7R,FCE_Round_3_Replay,379
482,5,G1, ,481
483,5,G2, ,481
484,5,G3, ,481
485,5,G4, ,481
486,5,G5, ,481
487,5,G6, ,481
488,5,G7, ,481
489,5,G8, ,481
490,5,G9, ,481
491,5,G10, ,481
492,5,G11, ,481
493,5,G12, ,481
494,5,G13, ,481
495,5,G14, ,481
496,5,G15, ,481
497,5,G16, ,481
498,5,G17, ,481
499,5,G18, ,481
500,5,G19, ,481
501,5,G20, ,481
502,5,G21, ,481
503,5,G22, ,481
504,5,G23, ,481
505,5,G24, ,481
506,5,G25, ,481
507,5,G26, ,481
508,5,G27, ,481
509,5,G28, ,481
510,5,G29, ,481
511,5,G30, ,481
512,5,G31, ,481
513,5,G32, ,481
514,4,S8,FCE_Round_4_Draw,379
515,5,G1, ,514
516,4,S9,FCE_Round_4,379
517,5,G1, ,516
518,5,G2, ,516
519,5,G3, ,516
520,5,G4, ,516
521,5,G5, ,516
522,5,G6, ,516
523,5,G7, ,516
524,5,G8, ,516
525,5,G9, ,516
526,5,G10, ,516
527,5,G11, ,516
528,5,G12, ,516
529,5,G13, ,516
530,5,G14, ,516
531,5,G15, ,516
532,5,G16, ,516
533,4,S9R,FCE_Round_4_Replay,379
534,5,G1, ,533
535,5,G2, ,533
536,5,G3, ,533
537,5,G4, ,533
538,5,G5, ,533
539,5,G6, ,533
540,5,G7, ,533
541,5,G8, ,533
542,5,G9, ,533
543,5,G10, ,533
544,5,G11, ,533
545,5,G12, ,533
546,5,G13, ,533
547,5,G14, ,533
548,5,G15, ,533
549,5,G16, ,533
550,4,S10,FCE_Round_5_Draw,379
551,5,G1, ,550
552,4,S11,FCE_Round_5,379
553,5,G1, ,552
554,5,G2, ,552
555,5,G3, ,552
556,5,G4, ,552
557,5,G5, ,552
558,5,G6, ,552
559,5,G7, ,552
560,5,G8, ,552
561,4,S11R,FCE_Round_5_Replay,379
562,5,G1, ,561
563,5,G2, ,561
564,5,G3, ,561
565,5,G4, ,561
566,5,G5, ,561
567,5,G6, ,561
568,5,G7, ,561
569,5,G8, ,561
570,4,S12,FCE_Quarter_Finals_Draw,379
571,5,G1, ,570
572,4,S13,FCE_Quarter_Final,379
573,5,G1, ,572
574,5,G2, ,572
575,5,G3, ,572
576,5,G4, ,572
577,4,S13R,FCE_Quarter_Final_Replay,379
578,5,G1, ,577
579,5,G2, ,577
580,5,G3, ,577
581,5,G4, ,577
582,4,S14,FCE_Semi_Final_Draw,379
583,5,G1, ,582
584,4,S15,FCE_Semi_Finals,379
585,5,G1, ,584
586,5,G2, ,584
587,4,S16,FCE_Final,379
588,5,G1, ,587
589,3,C202,TrophyName_Abbr15_202,375
590,4,S1,Setup Stage,589
591,5,G1, ,590
592,5,G2, ,590
593,4,S2,FCE_Round_1_Draw,589
594,5,G1, ,593
595,4,S3,FCE_Round_1,589
596,5,G1, ,595
597,5,G2, ,595
598,5,G3, ,595
599,5,G4, ,595
600,5,G5, ,595
601,5,G6, ,595
602,5,G7, ,595
603,5,G8, ,595
604,5,G9, ,595
605,5,G10, ,595
606,5,G11, ,595
607,5,G12, ,595
608,5,G13, ,595
609,5,G14, ,595
610,5,G15, ,595
611,5,G16, ,595
612,5,G17, ,595
613,5,G18, ,595
614,5,G19, ,595
615,5,G20, ,595
616,5,G21, ,595
617,5,G22, ,595
618,5,G23, ,595
619,5,G24, ,595
620,5,G25, ,595
621,5,G26, ,595
622,5,G27, ,595
623,5,G28, ,595
624,5,G29, ,595
625,5,G30, ,595
626,5,G31, ,595
627,5,G32, ,595
628,5,G33, ,595
629,5,G34, ,595
630,5,G35, ,595
631,5,G36, ,595
632,4,S4,FCE_Round_2_Draw,589
633,5,G1, ,632
634,4,S5,FCE_Round_2,589
635,5,G1, ,634
636,5,G2, ,634
637,5,G3, ,634
638,5,G4, ,634
639,5,G5, ,634
640,5,G6, ,634
641,5,G7, ,634
642,5,G8, ,634
643,5,G9, ,634
644,5,G10, ,634
645,5,G11, ,634
646,5,G12, ,634
647,5,G13, ,634
648,5,G14, ,634
649,5,G15, ,634
650,5,G16, ,634
651,5,G17, ,634
652,5,G18, ,634
653,5,G19, ,634
654,5,G20, ,634
655,5,G21, ,634
656,5,G22, ,634
657,5,G23, ,634
658,5,G24, ,634
659,4,S6,FCE_Round_3_Draw,589
660,5,G1, ,659
661,4,S7,FCE_Round_3,589
662,5,G1, ,661
663,5,G2, ,661
664,5,G3, ,661
665,5,G4, ,661
666,5,G5, ,661
667,5,G6, ,661
668,5,G7, ,661
669,5,G8, ,661
670,5,G9, ,661
671,5,G10, ,661
672,5,G11, ,661
673,5,G12, ,661
674,5,G13, ,661
675,5,G14, ,661
676,5,G15, ,661
677,5,G16, ,661
678,4,S8,FCE_Round_4_Draw,589
679,5,G1, ,678
680,4,S9,FCE_Round_4,589
681,5,G1, ,680
682,5,G2, ,680
683,5,G3, ,680
684,5,G4, ,680
685,5,G5, ,680
686,5,G6, ,680
687,5,G7, ,680
688,5,G8, ,680
689,4,S10,FCE_Quarter_Finals_Draw,589
690,5,G1, ,689
691,4,S11,FCE_Quarter_Finals,589
692,5,G1, ,691
693,5,G2, ,691
694,5,G3, ,691
695,5,G4, ,691
696,4,S12,FCE_Semi_Final_Draw,589
697,5,G1, ,696
698,4,S13,FCE_Semi_Finals,589
699,5,G1, ,698
700,5,G2, ,698
701,4,S14,FCE_Final,589
702,5,G1, ,701
703,3,C203,TrophyName_Abbr15_203,375
704,4,S1,FCE_Setup_Stage,703
705,5,G1, ,704
706,4,S2,FCE_Round_1_Draw,703
707,5,G1, ,706
708,4,S3,FCE_Round_1_Byes,703
709,5,G1,FCE_Northern_ Section,708
710,5,G2,FCE_Southern_ Section,708
711,4,S4,FCE_Round_1,703
712,5,G1,FCE_North-West_ Section,711
713,5,SG1,FCE_North-West_1,712
714,5,SG2,FCE_North-West_2,712
715,5,SG3,FCE_North-West_3,712
716,5,SG4,FCE_North-West_4,712
717,5,G2,FCE_North-East_Section,711
718,5,SG1,FCE_North-East_1,717
719,5,SG2,FCE_North-East_2,717
720,5,SG3,FCE_North-East_3,717
721,5,SG4,FCE_North-East_4,717
722,5,G3,FCE_South-West_Section,711
723,5,SG1,FCE_South-West_1,722
724,5,SG2,FCE_South-West_2,722
725,5,SG3,FCE_South-West_3,722
726,5,SG4,FCE_South-West_4,722
727,5,G4,FCE_South-East_Section,711
728,5,SG1,FCE_South-East_1,727
729,5,SG2,FCE_South-East_2,727
730,5,SG3,FCE_South-East_3,727
731,5,SG4,FCE_South-East_4,727
732,4,S5,FCE_Round_2_Draw,703
733,5,G1,FCE_Northern_Section,732
734,5,G2,FCE_Southern_Section,732
735,4,S6,FCE_Round_2,703
736,5,G1,FCE_Northern_Section,735
737,5,SG1,FCE_Northern_1,736
738,5,SG2,FCE_Northern_2,736
739,5,SG3,FCE_Northern_3,736
740,5,SG4,FCE_Northern_4,736
741,5,SG5,FCE_Northern_5,736
742,5,SG6,FCE_Northern_6,736
743,5,SG7,FCE_Northern_7,736
744,5,SG8,FCE_Northern_8,736
745,5,G2,FCE_Southern_Section,735
746,5,SG1,FCE_Southern_1,745
747,5,SG2,FCE_Southern_2,745
748,5,SG3,FCE_Southern_3,745
749,5,SG4,FCE_Southern_ 4,745
750,5,SG5,FCE_Southern_ 5,745
751,5,SG6,FCE_Southern_ 6,745
752,5,SG7,FCE_Southern_ 7,745
753,5,SG8,FCE_Southern_ 8,745
754,4,S7,FCE_Area_Quarter_Final_Draw,703
755,5,G1,FCE_Northern_Section,754
756,5,G2,FCE_Southern_Section,754
757,4,S8,FCE_Area_Quarter_Final,703
758,5,G1,FCE_Northern_Section,757
759,5,SG1,FCE_Northern_1,758
760,5,SG2,FCE_Northern_2,758
761,5,SG3,FCE_Northern_3,758
762,5,SG4,FCE_Northern_4,758
763,5,G2,FCE_Southern_Section,757
764,5,SG1,FCE_Southern_1,763
765,5,SG2,FCE_Southern_2,763
766,5,SG3,FCE_Southern_3,763
767,5,SG4,FCE_Southern_4,763
768,4,S9,FCE_Area_Semi_Final_Draw,703
769,5,G1,Northern Section,768
770,5,G2,Southern Section,768
771,4,S10,FCE_Area_Semi_Final,703
772,5,G1,FCE_Northern_Section,771
773,5,SG1,FCE_Northern_1,772
774,5,SG2,FCE_Northern_2,772
775,5,G2,FCE_Southern_Section,771
776,5,SG1,FCE_Southern_1,775
777,5,SG2,FCE_Southern_2,775
778,4,S11,FCE_Area_Final,703
779,5,G1,FCE_Northern_Section,778
780,5,G2,FCE_Southern_Section,778
781,4,S12,FCE_Final,703
782,5,G1, ,781
783,3,C13,TrophyName_Abbr15_13,375
784,4,S1,FCE_League_Stage,783
785,5,G1, ,784
786,3,C14,TrophyName_Abbr15_14,375
787,4,S1,FCE_League_Stage,786
788,5,G1, ,787
789,3,C60,TrophyName_Abbr15_60,375
790,4,S1,FCE_League_Stage,789
791,5,G1, ,790
792,3,C61,TrophyName_Abbr15_61,375
793,4,S1,FCE_League_Stage,792
794,5,G1, ,793
795,3,C414,TrophyName_Abbr15_414,375
796,4,S1,FCE_Setup_Stage,795
797,4,S2,FCE_Setup_Stage,795
798,4,S3,FCE_Promotion_Playoff_Semi,795
799,5,G1,3 v 6,798
800,5,G2,4 v 5,798
801,4,S4,FCE_Promotion_Playoff_Final,795
802,5,G1, ,801
803,3,C360,TrophyName_Abbr15_360,375
804,4,S1,FCE_Setup_Stage,803
805,4,S2,FCE_Setup_Stage,803
806,4,S3,FCE_Promotion_Playoff_Semi,803
807,5,G1,3 v 6,806
808,5,G2,4 v 5,806
809,4,S4,FCE_Promotion_Playoff_Final,803
810,5,G1, ,809
811,3,C361,TrophyName_Abbr15_361,375
812,4,S1,FCE_Setup_Stage,811
813,4,S2,FCE_Setup_Stage,811
814,4,S3,FCE_Promotion_Playoff_Semi,811
815,5,G1,4 v 7,814
816,5,G2,5 v 6,814
817,4,S4,FCE_Promotion_Playoff_Final,811
818,5,G1, ,817
819,2,FRAN,NationName_18,81
820,3,C233,TrophyName_Abbr15_233,819
821,4,S1,FCE_Final,820
822,5,G1, ,821
823,3,C204,TrophyName_Abbr15_204,819
824,4,S1,Setup Stage,823
825,5,G1, ,824
826,5,G2, ,824
827,4,S2,FCE_Round_1_Draw,823
828,5,G1, ,827
829,4,S3,FCE_Round_1,823
830,5,G1, ,829
831,5,G2, ,829
832,5,G3, ,829
833,5,G4, ,829
834,5,G5, ,829
835,5,G6, ,829
836,5,G7, ,829
837,5,G8, ,829
838,4,S4,FCE_Round_of_32_Draw,823
839,5,G1, ,838
840,4,S5,FCE_Round_of_32,823
841,5,G1, ,840
842,5,G2, ,840
843,5,G3, ,840
844,5,G4, ,840
845,5,G5, ,840
846,5,G6, ,840
847,5,G7, ,840
848,5,G8, ,840
849,5,G9, ,840
850,5,G10, ,840
851,5,G11, ,840
852,5,G12, ,840
853,5,G13, ,840
854,5,G14, ,840
855,5,G15, ,840
856,5,G16, ,840
857,4,S6,FCE_Round_of_16_Draw,823
858,5,G1, ,857
859,4,S7,FCE_Round_of_16,823
860,5,G1, ,859
861,5,G2, ,859
862,5,G3, ,859
863,5,G4, ,859
864,5,G5, ,859
865,5,G6, ,859
866,5,G7, ,859
867,5,G8, ,859
868,4,S8,FCE_Quarter_Finals_Draw,823
869,5,G1, ,868
870,4,S9,FCE_Quarter_Finals,823
871,5,G1, ,870
872,5,G2, ,870
873,5,G3, ,870
874,5,G4, ,870
875,4,S10,FCE_Semi_Finals_Draw,823
876,5,G1, ,875
877,4,S11,FCE_Semi_Finals,823
878,5,G1, ,877
879,5,G2, ,877
880,4,S12,FCE_Final,823
881,5,G1, ,880
882,3,C205,TrophyName_Abbr15_205,819
883,4,S1,FCE_Setup_Stage,882
884,5,G1, ,883
885,5,G2, ,883
886,4,S2,FCE_Round_1_Draw,882
887,5,G1, ,886
888,4,S3,FCE_Round_1,882
889,5,G1, ,888
890,5,G2, ,888
891,5,G3, ,888
892,5,G4, ,888
893,5,G5, ,888
894,5,G6, ,888
895,5,G7, ,888
896,5,G8, ,888
897,4,S4,FCE_Round_2_Draw,882
898,5,G1, ,897
899,4,S5,FCE_Round_2,882
900,5,G1, ,899
901,5,G2, ,899
902,5,G3, ,899
903,5,G4, ,899
904,5,G5, ,899
905,5,G6, ,899
906,5,G7, ,899
907,5,G8, ,899
908,5,G9, ,899
909,5,G10, ,899
910,5,G11, ,899
911,5,G12, ,899
912,5,G13, ,899
913,5,G14, ,899
914,5,G15, ,899
915,5,G16, ,899
916,4,S6,FCE_Round_of_16_Draw,882
917,5,G1, ,916
918,4,S7,FCE_Round_of_16,882
919,5,G1, ,918
920,5,G2, ,918
921,5,G3, ,918
922,5,G4, ,918
923,5,G5, ,918
924,5,G6, ,918
925,5,G7, ,918
926,5,G8, ,918
927,4,S8,FCE_Quarter_Finals_Draw,882
928,5,G1, ,927
929,4,S9,FCE_Quarter_Finals,882
930,5,G1, ,929
931,5,G2, ,929
932,5,G3, ,929
933,5,G4, ,929
934,4,S10,FCE_Semi_Finals_Draw,882
935,5,G1, ,934
936,4,S11,FCE_Semi_Finals,882
937,5,G1, ,936
938,5,G2, ,936
939,4,S12,FCE_Final,882
940,5,G1, ,939
941,3,C16,TrophyName_Abbr15_16,819
942,4,S1,FCE_League_Stage,941
943,5,G1, ,942
944,3,C17,TrophyName_Abbr15_17,819
945,4,S1,FCE_League_Stage,944
946,5,G1, ,945
947,2,GERM,NationName_21,81
948,3,C206,TrophyName_Abbr15_206,947
949,4,S1,FCE_Setup_Stage,948
950,5,G1, ,949
951,5,G2, ,949
952,4,S2,FCE_Round_1_Draw,948
953,5,G1, ,952
954,4,S3,FCE_Round_1,948
955,5,G1, ,954
956,5,G2, ,954
957,5,G3, ,954
958,5,G4, ,954
959,4,S4,FCE_Round_2_Draw,948
960,5,G1, ,959
961,4,S5,FCE_Round_2,948
962,5,G1, ,961
963,5,G2, ,961
964,5,G3, ,961
965,5,G4, ,961
966,5,G5, ,961
967,5,G6, ,961
968,5,G7, ,961
969,5,G8, ,961
