0,0,FIFA,FIFA,-1
108,5,G8,FCE_Group_H,100
109,4,S2,Round of 16 Pots,99
110,5,G1,FCE_Group_Stage_Winners,109
111,5,G2,FCE_Group_Stage_Runner-ups,109
112,4,S3,FCE_Round_of_16,99
113,5,G1, ,112
114,5,G2, ,112
115,5,G3, ,112
116,5,G4, ,112
117,5,G5, ,112
118,5,G6, ,112
119,5,G7, ,112
120,5,G8, ,112
121,4,S4,FCE_Quarter_Finals_Draw,99
122,5,G1, ,121
123,4,S5,FCE_Quarter_Finals,99
124,5,G1, ,123
125,5,G2, ,123
126,5,G3, ,123
127,5,G4, ,123
128,4,S6,FCE_Semi_Finals_Draw,99
129,5,G1, ,128
130,4,S7,FCE_Semi_Finals,99
131,5,G1, ,130
132,5,G2, ,130
133,4,S8,FCE_Final,99
134,5,G1, ,133
135,3,C970,TrophyName_Abbr15_970,1507
136,4,S1,FCE_Setup_Stage,135
137,5,G1, ,136
138,4,S2,FCE_Group_Stage,135
139,5,G1,FCE_Group_A,138
140,5,G2,FCE_Group_B,138
141,5,G3,FCE_Group_C,138
142,5,G4,FCE_Group_D,138
143,4,S3,FCE_Quarter_Finals,135
144,5,G1, ,143
145,5,G2, ,143
146,5,G3, ,143
147,5,G4, ,143
148,4,S4,FCE_Semi_Finals,135
149,5,G1, ,148
150,5,G2, ,148
151,4,S5,FCE_Third_Place,135
152,5,G1, ,151
153,4,S6,FCE_Final,135
154,5,G1, ,153
155,3,C1003,TrophyName_Abbr15_1003,1507
156,4,S1,FCE_Group_Stage,155
157,5,G1,FCE_Group_A,156
158,5,G2,FCE_Group_B,156
159,5,G3,FCE_Group_C,156
160,5,G4,FCE_Group_D,156
161,5,G5,FCE_Group_E,156
162,5,G6,FCE_Group_F,156
163,5,G7,FCE_Group_G,156
164,5,G8,FCE_Group_H,156
165,4,S2,FCE_Setup_Stage_2,155
166,5,G1, ,165
167,5,G2, ,165
168,4,S3,FCE_Round_of_16,155
169,5,G1, ,168
170,5,G2, ,168
171,5,G3, ,168
172,5,G4, ,168
173,5,G5, ,168
174,5,G6, ,168
175,5,G7, ,168
176,5,G8, ,168
177,4,S4,FCE_Quarter_Finals,155
178,5,G1, ,177
179,5,G2, ,177
180,5,G3, ,177
181,5,G4, ,177
182,4,S5,FCE_Semi_Finals,155
183,5,G1, ,182
184,5,G2, ,182
185,4,S6,FCE_Final,155
186,5,G1, ,185
187,3,C224,TrophyName_Abbr15_224,0
188,4,S1,FCE_Setup_Stage,187
189,5,G1, ,188
190,5,G2, ,188
191,5,G3, ,188
192,5,G4, ,188
193,5,G5, ,188
194,5,G6, ,188
195,5,G7, ,188
196,5,G8, ,188
197,5,G9, ,188
198,5,G10, ,188
199,5,G11, ,188
200,5,G12, ,188
201,5,G13, ,188
202,4,S2,FCE_Group_Stage,187
203,5,G1,FCE_Group_A,202
204,5,G2,FCE_Group_B,202
205,5,G3,FCE_Group_C,202
206,5,G4,FCE_Group_D,202
207,5,G5,FCE_Group_E,202
208,5,G6,FCE_Group_F,202
209,5,G7,FCE_Group_G,202
210,5,G8,FCE_Group_H,202
211,5,G9,FCE_Group_I,202
212,5,G10,FCE_Group_J,202
213,5,G11,FCE_Group_K,202
214,5,G12,FCE_Group_L,202
215,4,S3,FCE_CL_Group_Stage_Team_Setup,187
216,5,G1,FCE_Group_Stage_3rd_Place_Teams,215
217,4,S4,FCE_Round_of_32_Pots,187
218,5,G1,FCE_Group_Stage_Winners_+_CL,217
219,5,G2,FCE_Group_Stage_Runner-ups_+_CL,217
220,4,S5,FCE_Round_of_32,187
221,5,G1, ,220
222,5,G2, ,220
223,5,G3, ,220
224,5,G4, ,220
225,5,G5, ,220
226,5,G6, ,220
227,5,G7, ,220
228,5,G8, ,220
229,5,G9, ,220
230,5,G10, ,220
231,5,G11, ,220
232,5,G12, ,220
233,5,G13, ,220
234,5,G14, ,220
235,5,G15, ,220
236,5,G16, ,220
237,4,S6,FCE_Round_of_16_Draw,187
238,5,G1, ,237
239,4,S7,FCE_Round_of_16,187
240,5,G1, ,239
241,5,G2, ,239
242,5,G3, ,239
243,5,G4, ,239
244,5,G5, ,239
245,5,G6, ,239
246,5,G7, ,239
247,5,G8, ,239
248,4,S8,FCE_Quarter_Finals_Draw,187
249,5,G1, ,248
250,4,S9,FCE_Quarter_Finals,187
251,5,G1, ,250
252,5,G2, ,250
253,5,G3, ,250
254,5,G4, ,250
255,4,S10,FCE_Semi-Finals_Draw,187
256,5,G1, ,255
257,4,S11,FCE_Semi_Finals,187
258,5,G1, ,257
259,5,G2, ,257
260,4,S12,FCE_Final,187
261,5,G1, ,260
262,3,C940,TrophyName_Abbr15_940,0
263,4,S1,FCE_Setup_Stage,262
264,5,G1, ,263
265,4,S2,FCE_Group_Stage,262
266,5,G1, ,265
267,5,G2, ,265
268,4,S3,FCE_Semi_Finals,262
269,5,G1, ,268
270,5,G2, ,268
271,4,S4,FCE_Final,262
272,5,G1, ,271
273,3,C950,TrophyName_Abbr15_950,0
274,4,S1,FCE_Setup_Stage,273
275,5,G1, ,274
276,4,S2,FCE_Group_Stage,273
277,5,G1, ,276
278,5,G2, ,276
279,4,S3,FCE_Semi_Finals,273
280,5,G1, ,279
281,5,G2, ,279
282,4,S4,FCE_Final,273
283,5,G1, ,282
284,3,C960,TrophyName_Abbr15_960,0
285,4,S1,FCE_Setup_Stage,284
286,5,G1, ,285
287,4,S2,FCE_Group_Stage,284
288,5,G1,FCE_Group_A,287
289,5,G2,FCE_Group_B,287
290,5,G3,FCE_Group_C,287
291,5,G4,FCE_Group_D,287
292,4,S3,FCE_Quarter_Finals,284
293,5,G1, ,292
294,5,G2, ,292
295,5,G3, ,292
296,5,G4, ,292
297,4,S4,FCE_Semi_Finals,284
298,5,G1, ,297
299,5,G2, ,297
300,4,S5,FCE_Final,284
301,5,G1, ,300
302,1,UEFA,European FA,0
303,2,AUST,NationName_4,302
304,3,C212,TrophyName_Abbr15_212,303
305,4,S1,FCE_Setup_Stage,304
306,5,G1, ,305
307,4,S2,FCE_Round_1,304
308,5,G1, ,307
309,5,G2, ,307
310,4,S3,FCE_Quarter_Finals,304
311,5,G1, ,310
312,5,G2, ,310
313,5,G3, ,310
314,5,G4, ,310
315,4,S4,FCE_Semi_Finals,304
316,5,G1, ,315
317,5,G2, ,315
318,4,S5,FCE_Final,304
319,5,G1, ,318
320,3,C80,TrophyName_Abbr15_80,303
321,4,S1,FCE_League_Stage,320
322,5,G1, ,321
323,2,BELG,NationName_7,302
324,3,C213,TrophyName_Abbr15_213,323
325,4,S1,Setup Stage,324
326,5,G1, ,325
327,4,S2,FCE_Round_1,324
328,5,G1, ,327
329,5,G2, ,327
330,5,G3, ,327
331,5,G4, ,327
332,5,G5, ,327
333,5,G6, ,327
334,5,G7, ,327
335,5,G8, ,327
336,4,S3,FCE_Quarter_Finals,324
337,5,G1, ,336
338,5,G2, ,336
339,5,G3, ,336
340,5,G4, ,336
341,4,S4,FCE_Semi_Finals,324
342,5,G1, ,341
343,5,G2, ,341
344,4,S5,FCE_Final,324
345,5,G1, ,344
346,3,C4,TrophyName_Abbr15_4,323
347,4,S1,FCE_League_Stage,346
348,5,G1, ,347
349,4,S2,FCE_League_Stage,346
350,5,G1, ,349
351,2,DENM,NationName_13,302
352,3,C215,TrophyName_Abbr15_215,351
353,4,S1,FCE_Setup_Stage,352
354,5,G1, ,353
355,4,S2,FCE_Round_1,352
356,5,G1, ,355
357,5,G2, ,355
358,5,G3, ,355
359,5,G4, ,355
360,4,S3,FCE_Quarter_Finals,352
361,5,G1, ,360
362,5,G2, ,360
363,5,G3, ,360
364,5,G4, ,360
365,4,S4,FCE_Semi_Finals,352
366,5,G1, ,365
367,5,G2, ,365
368,4,S5,FCE_Final,352
369,5,G1, ,368
370,3,C1,TrophyName_Abbr15_1,351
371,4,S1,FCE_League_Stage,370
372,5,G1, ,371
373,2,ENGL,NationName_14,302
374,3,C228,TrophyName_Abbr15_228,373
375,4,S1,FCE_Final,374
376,5,G1, ,375
377,3,C201,TrophyName_Abbr15_201,373
378,4,S1,FCE_Setup_Stage,377
379,5,G1, ,378
380,4,S2,FCE_Round_1_Draw,377
381,5,G1, ,380
382,4,S3,FCE_Round_1,377
383,5,G1, ,382
384,5,G2, ,382
385,5,G3, ,382
386,5,G4, ,382
387,5,G5, ,382
388,5,G6, ,382
389,5,G7, ,382
390,5,G8, ,382
391,4,S3R,FCE_Round_1_Replay,377
392,5,G1, ,391
393,5,G2, ,391
394,5,G3, ,391
395,5,G4, ,391
396,5,G5, ,391
397,5,G6, ,391
398,5,G7, ,391
399,5,G8, ,391
400,4,S4,FCE_Round_2_Draw,377
401,5,G1, ,400
402,4,S5,FCE_Round_2,377
403,5,G1, ,402
404,5,G2, ,402
405,5,G3, ,402
406,5,G4, ,402
407,5,G5, ,402
408,5,G6, ,402
409,5,G7, ,402
410,5,G8, ,402
411,5,G9, ,402
412,5,G10, ,402
413,5,G11, ,402
414,5,G12, ,402
415,5,G13, ,402
416,5,G14, ,402
417,5,G15, ,402
418,5,G16, ,402
419,5,G17, ,402
420,5,G18, ,402
421,5,G19, ,402
422,5,G20, ,402
423,4,S5R,FCE_Round_2_Replay,377
424,5,G1, ,423
425,5,G2, ,423
426,5,G3, ,423
427,5,G4, ,423
428,5,G5, ,423
429,5,G6, ,423
430,5,G7, ,423
431,5,G8, ,423
432,5,G9, ,423
433,5,G10, ,423
434,5,G11, ,423
435,5,G12, ,423
436,5,G13, ,423
437,5,G14, ,423
438,5,G15, ,423
439,5,G16, ,423
440,5,G17, ,423
441,5,G18, ,423
442,5,G19, ,423
443,5,G20, ,423
444,4,S6,FCE_Round_3_Draw,377
445,5,G1, ,444
446,4,S7,FCE_Round_3,377
447,5,G1, ,446
448,5,G2, ,446
449,5,G3, ,446
450,5,G4, ,446
451,5,G5, ,446
452,5,G6, ,446
453,5,G7, ,446
454,5,G8, ,446
455,5,G9, ,446
456,5,G10, ,446
457,5,G11, ,446
458,5,G12, ,446
459,5,G13, ,446
460,5,G14, ,446
461,5,G15, ,446
462,5,G16, ,446
463,5,G17, ,446
464,5,G18, ,446
465,5,G19, ,446
466,5,G20, ,446
467,5,G21, ,446
468,5,G22, ,446
469,5,G23, ,446
470,5,G24, ,446
471,5,G25, ,446
472,5,G26, ,446
473,5,G27, ,446
474,5,G28, ,446
475,5,G29, ,446
476,5,G30, ,446
477,5,G31, ,446
478,5,G32, ,446
479,4,S7R,FCE_Round_3_Replay,377
480,5,G1, ,479
481,5,G2, ,479
482,5,G3, ,479
483,5,G4, ,479
484,5,G5, ,479
485,5,G6, ,479
486,5,G7, ,479
487,5,G8, ,479
488,5,G9, ,479
489,5,G10, ,479
490,5,G11, ,479
491,5,G12, ,479
492,5,G13, ,479
493,5,G14, ,479
494,5,G15, ,479
495,5,G16, ,479
496,5,G17, ,479
497,5,G18, ,479
498,5,G19, ,479
499,5,G20, ,479
500,5,G21, ,479
501,5,G22, ,479
502,5,G23, ,479
503,5,G24, ,479
504,5,G25, ,479
505,5,G26, ,479
506,5,G27, ,479
507,5,G28, ,479
508,5,G29, ,479
509,5,G30, ,479
510,5,G31, ,479
511,5,G32, ,479
512,4,S8,FCE_Round_4_Draw,377
513,5,G1, ,512
514,4,S9,FCE_Round_4,377
515,5,G1, ,514
516,5,G2, ,514
517,5,G3, ,514
518,5,G4, ,514
519,5,G5, ,514
520,5,G6, ,514
521,5,G7, ,514
522,5,G8, ,514
523,5,G9, ,514
524,5,G10, ,514
525,5,G11, ,514
526,5,G12, ,514
527,5,G13, ,514
528,5,G14, ,514
529,5,G15, ,514
530,5,G16, ,514
531,4,S9R,FCE_Round_4_Replay,377
532,5,G1, ,531
533,5,G2, ,531
534,5,G3, ,531
535,5,G4, ,531
536,5,G5, ,531
537,5,G6, ,531
538,5,G7, ,531
539,5,G8, ,531
540,5,G9, ,531
541,5,G10, ,531
542,5,G11, ,531
543,5,G12, ,531
544,5,G13, ,531
545,5,G14, ,531
546,5,G15, ,531
547,5,G16, ,531
548,4,S10,FCE_Round_5_Draw,377
549,5,G1, ,548
550,4,S11,FCE_Round_5,377
551,5,G1, ,550
552,5,G2, ,550
553,5,G3, ,550
554,5,G4, ,550
555,5,G5, ,550
556,5,G6, ,550
557,5,G7, ,550
558,5,G8, ,550
559,4,S11R,FCE_Round_5_Replay,377
560,5,G1, ,559
561,5,G2, ,559
562,5,G3, ,559
563,5,G4, ,559
564,5,G5, ,559
565,5,G6, ,559
566,5,G7, ,559
567,5,G8, ,559
568,4,S12,FCE_Quarter_Finals_Draw,377
569,5,G1, ,568
570,4,S13,FCE_Quarter_Final,377
571,5,G1, ,570
572,5,G2, ,570
573,5,G3, ,570
574,5,G4, ,570
575,4,S13R,FCE_Quarter_Final_Replay,377
576,5,G1, ,575
577,5,G2, ,575
578,5,G3, ,575
579,5,G4, ,575
580,4,S14,FCE_Semi_Final_Draw,377
581,5,G1, ,580
582,4,S15,FCE_Semi_Finals,377
583,5,G1, ,582
584,5,G2, ,582
585,4,S16,FCE_Final,377
586,5,G1, ,585
587,3,C202,TrophyName_Abbr15_202,373
588,4,S1,Setup Stage,587
589,5,G1, ,588
590,5,G2, ,588
591,4,S2,FCE_Round_1_Draw,587
592,5,G1, ,591
593,4,S3,FCE_Round_1,587
594,5,G1, ,593
595,5,G2, ,593
596,5,G3, ,593
597,5,G4, ,593
598,5,G5, ,593
599,5,G6, ,593
600,5,G7, ,593
601,5,G8, ,593
602,5,G9, ,593
603,5,G10, ,593
604,5,G11, ,593
605,5,G12, ,593
606,5,G13, ,593
607,5,G14, ,593
608,5,G15, ,593
609,5,G16, ,593
610,5,G17, ,593
611,5,G18, ,593
612,5,G19, ,593
613,5,G20, ,593
614,5,G21, ,593
615,5,G22, ,593
616,5,G23, ,593
617,5,G24, ,593
618,5,G25, ,593
619,5,G26, ,593
620,5,G27, ,593
621,5,G28, ,593
622,5,G29, ,593
623,5,G30, ,593
624,5,G31, ,593
625,5,G32, ,593
626,5,G33, ,593
627,5,G34, ,593
628,5,G35, ,593
629,5,G36, ,593
630,4,S4,FCE_Round_2_Draw,587
631,5,G1, ,630
632,4,S5,FCE_Round_2,587
633,5,G1, ,632
634,5,G2, ,632
635,5,G3, ,632
636,5,G4, ,632
637,5,G5, ,632
638,5,G6, ,632
639,5,G7, ,632
640,5,G8, ,632
641,5,G9, ,632
642,5,G10, ,632
643,5,G11, ,632
644,5,G12, ,632
645,5,G13, ,632
646,5,G14, ,632
647,5,G15, ,632
648,5,G16, ,632
649,5,G17, ,632
650,5,G18, ,632
651,5,G19, ,632
652,5,G20, ,632
653,5,G21, ,632
654,5,G22, ,632
655,5,G23, ,632
656,5,G24, ,632
657,4,S6,FCE_Round_3_Draw,587
658,5,G1, ,657
659,4,S7,FCE_Round_3,587
660,5,G1, ,659
661,5,G2, ,659
662,5,G3, ,659
663,5,G4, ,659
664,5,G5, ,659
665,5,G6, ,659
666,5,G7, ,659
667,5,G8, ,659
668,5,G9, ,659
669,5,G10, ,659
670,5,G11, ,659
671,5,G12, ,659
672,5,G13, ,659
673,5,G14, ,659
674,5,G15, ,659
675,5,G16, ,659
676,4,S8,FCE_Round_4_Draw,587
677,5,G1, ,676
678,4,S9,FCE_Round_4,587
679,5,G1, ,678
680,5,G2, ,678
681,5,G3, ,678
682,5,G4, ,678
683,5,G5, ,678
684,5,G6, ,678
685,5,G7, ,678
686,5,G8, ,678
687,4,S10,FCE_Quarter_Finals_Draw,587
688,5,G1, ,687
689,4,S11,FCE_Quarter_Finals,587
690,5,G1, ,689
691,5,G2, ,689
692,5,G3, ,689
693,5,G4, ,689
694,4,S12,FCE_Semi_Final_Draw,587
695,5,G1, ,694
696,4,S13,FCE_Semi_Finals,587
697,5,G1, ,696
698,5,G2, ,696
699,4,S14,FCE_Final,587
700,5,G1, ,699
701,3,C203,TrophyName_Abbr15_203,373
702,4,S1,FCE_Setup_Stage,701
703,5,G1, ,702
704,4,S2,FCE_Round_1_Draw,701
705,5,G1, ,704
706,4,S3,FCE_Round_1_Byes,701
707,5,G1,FCE_Northern_ Section,706
708,5,G2,FCE_Southern_ Section,706
709,4,S4,FCE_Round_1,701
710,5,G1,FCE_North-West_ Section,709
711,5,SG1,FCE_North-West_1,710
712,5,SG2,FCE_North-West_2,710
713,5,SG3,FCE_North-West_3,710
714,5,SG4,FCE_North-West_4,710
715,5,G2,FCE_North-East_Section,709
716,5,SG1,FCE_North-East_1,715
717,5,SG2,FCE_North-East_2,715
718,5,SG3,FCE_North-East_3,715
719,5,SG4,FCE_North-East_4,715
720,5,G3,FCE_South-West_Section,709
721,5,SG1,FCE_South-West_1,720
722,5,SG2,FCE_South-West_2,720
723,5,SG3,FCE_South-West_3,720
724,5,SG4,FCE_South-West_4,720
725,5,G4,FCE_South-East_Section,709
726,5,SG1,FCE_South-East_1,725
727,5,SG2,FCE_South-East_2,725
728,5,SG3,FCE_South-East_3,725
729,5,SG4,FCE_South-East_4,725
730,4,S5,FCE_Round_2_Draw,701
731,5,G1,FCE_Northern_Section,730
732,5,G2,FCE_Southern_Section,730
733,4,S6,FCE_Round_2,701
734,5,G1,FCE_Northern_Section,733
735,5,SG1,FCE_Northern_1,734
736,5,SG2,FCE_Northern_2,734
737,5,SG3,FCE_Northern_3,734
738,5,SG4,FCE_Northern_4,734
739,5,SG5,FCE_Northern_5,734
740,5,SG6,FCE_Northern_6,734
741,5,SG7,FCE_Northern_7,734
742,5,SG8,FCE_Northern_8,734
743,5,G2,FCE_Southern_Section,733
744,5,SG1,FCE_Southern_1,743
745,5,SG2,FCE_Southern_2,743
746,5,SG3,FCE_Southern_3,743
747,5,SG4,FCE_Southern_ 4,743
748,5,SG5,FCE_Southern_ 5,743
749,5,SG6,FCE_Southern_ 6,743
750,5,SG7,FCE_Southern_ 7,743
751,5,SG8,FCE_Southern_ 8,743
752,4,S7,FCE_Area_Quarter_Final_Draw,701
753,5,G1,FCE_Northern_Section,752
754,5,G2,FCE_Southern_Section,752
755,4,S8,FCE_Area_Quarter_Final,701
756,5,G1,FCE_Northern_Section,755
757,5,SG1,FCE_Northern_1,756
758,5,SG2,FCE_Northern_2,756
759,5,SG3,FCE_Northern_3,756
760,5,SG4,FCE_Northern_4,756
761,5,G2,FCE_Southern_Section,755
762,5,SG1,FCE_Southern_1,761
763,5,SG2,FCE_Southern_2,761
764,5,SG3,FCE_Southern_3,761
765,5,SG4,FCE_Southern_4,761
766,4,S9,FCE_Area_Semi_Final_Draw,701
767,5,G1,Northern Section,766
768,5,G2,Southern Section,766
769,4,S10,FCE_Area_Semi_Final,701
770,5,G1,FCE_Northern_Section,769
771,5,SG1,FCE_Northern_1,770
772,5,SG2,FCE_Northern_2,770
773,5,G2,FCE_Southern_Section,769
774,5,SG1,FCE_Southern_1,773
775,5,SG2,FCE_Southern_2,773
776,4,S11,FCE_Area_Final,701
777,5,G1,FCE_Northern_Section,776
778,5,G2,FCE_Southern_Section,776
779,4,S12,FCE_Final,701
780,5,G1, ,779
781,3,C13,TrophyName_Abbr15_13,373
782,4,S1,FCE_League_Stage,781
783,5,G1, ,782
784,3,C14,TrophyName_Abbr15_14,373
785,4,S1,FCE_League_Stage,784
786,5,G1, ,785
787,3,C60,TrophyName_Abbr15_60,373
788,4,S1,FCE_League_Stage,787
789,5,G1, ,788
790,3,C61,TrophyName_Abbr15_61,373
791,4,S1,FCE_League_Stage,790
792,5,G1, ,791
793,3,C414,TrophyName_Abbr15_414,373
794,4,S1,FCE_Setup_Stage,793
795,4,S2,FCE_Setup_Stage,793
796,4,S3,FCE_Promotion_Playoff_Semi,793
797,5,G1,3 v 6,796
798,5,G2,4 v 5,796
799,4,S4,FCE_Promotion_Playoff_Final,793
800,5,G1, ,799
801,3,C360,TrophyName_Abbr15_360,373
802,4,S1,FCE_Setup_Stage,801
803,4,S2,FCE_Setup_Stage,801
804,4,S3,FCE_Promotion_Playoff_Semi,801
805,5,G1,3 v 6,804
806,5,G2,4 v 5,804
807,4,S4,FCE_Promotion_Playoff_Final,801
808,5,G1, ,807
809,3,C361,TrophyName_Abbr15_361,373
810,4,S1,FCE_Setup_Stage,809
811,4,S2,FCE_Setup_Stage,809
812,4,S3,FCE_Promotion_Playoff_Semi,809
813,5,G1,4 v 7,812
814,5,G2,5 v 6,812
815,4,S4,FCE_Promotion_Playoff_Final,809
816,5,G1, ,815
817,2,FRAN,NationName_18,302
818,3,C233,TrophyName_Abbr15_233,817
819,4,S1,FCE_Final,818
820,5,G1, ,819
821,3,C204,TrophyName_Abbr15_204,817
822,4,S1,Setup Stage,821
823,5,G1, ,822
824,5,G2, ,822
825,4,S2,FCE_Round_1_Draw,821
826,5,G1, ,825
827,4,S3,FCE_Round_1,821
828,5,G1, ,827
829,5,G2, ,827
830,5,G3, ,827
831,5,G4, ,827
832,5,G5, ,827
833,5,G6, ,827
834,5,G7, ,827
835,5,G8, ,827
836,4,S4,FCE_Round_of_32_Draw,821
837,5,G1, ,836
838,4,S5,FCE_Round_of_32,821
839,5,G1, ,838
840,5,G2, ,838
841,5,G3, ,838
842,5,G4, ,838
843,5,G5, ,838
844,5,G6, ,838
845,5,G7, ,838
846,5,G8, ,838
847,5,G9, ,838
848,5,G10, ,838
849,5,G11, ,838
850,5,G12, ,838
851,5,G13, ,838
852,5,G14, ,838
853,5,G15, ,838
854,5,G16, ,838
855,4,S6,FCE_Round_of_16_Draw,821
856,5,G1, ,855
857,4,S7,FCE_Round_of_16,821
858,5,G1, ,857
859,5,G2, ,857
860,5,G3, ,857
861,5,G4, ,857
862,5,G5, ,857
863,5,G6, ,857
864,5,G7, ,857
865,5,G8, ,857
866,4,S8,FCE_Quarter_Finals_Draw,821
867,5,G1, ,866
868,4,S9,FCE_Quarter_Finals,821
869,5,G1, ,868
870,5,G2, ,868
871,5,G3, ,868
872,5,G4, ,868
873,4,S10,FCE_Semi_Finals_Draw,821
874,5,G1, ,873
875,4,S11,FCE_Semi_Finals,821
876,5,G1, ,875
877,5,G2, ,875
878,4,S12,FCE_Final,821
879,5,G1, ,878
880,3,C205,TrophyName_Abbr15_205,817
881,4,S1,FCE_Setup_Stage,880
882,5,G1, ,881
883,5,G2, ,881
884,4,S2,FCE_Round_1_Draw,880
885,5,G1, ,884
886,4,S3,FCE_Round_1,880
887,5,G1, ,886
888,5,G2, ,886
889,5,G3, ,886
890,5,G4, ,886
891,5,G5, ,886
892,5,G6, ,886
893,5,G7, ,886
894,5,G8, ,886
895,4,S4,FCE_Round_2_Draw,880
896,5,G1, ,895
897,4,S5,FCE_Round_2,880
898,5,G1, ,897
899,5,G2, ,897
900,5,G3, ,897
901,5,G4, ,897
902,5,G5, ,897
903,5,G6, ,897
904,5,G7, ,897
905,5,G8, ,897
906,5,G9, ,897
907,5,G10, ,897
908,5,G11, ,897
909,5,G12, ,897
910,5,G13, ,897
911,5,G14, ,897
912,5,G15, ,897
913,5,G16, ,897
914,4,S6,FCE_Round_of_16_Draw,880
915,5,G1, ,914
916,4,S7,FCE_Round_of_16,880
917,5,G1, ,916
918,5,G2, ,916
919,5,G3, ,916
920,5,G4, ,916
921,5,G5, ,916
922,5,G6, ,916
923,5,G7, ,916
924,5,G8, ,916
925,4,S8,FCE_Quarter_Finals_Draw,880
926,5,G1, ,925
927,4,S9,FCE_Quarter_Finals,880
928,5,G1, ,927
929,5,G2, ,927
930,5,G3, ,927
931,5,G4, ,927
932,4,S10,FCE_Semi_Finals_Draw,880
933,5,G1, ,932
934,4,S11,FCE_Semi_Finals,880
935,5,G1, ,934
936,5,G2, ,934
937,4,S12,FCE_Final,880
938,5,G1, ,937
939,3,C16,TrophyName_Abbr15_16,817
940,4,S1,FCE_League_Stage,939
941,5,G1, ,940
942,2,GERM,NationName_21,302
943,3,C206,TrophyName_Abbr15_206,942
944,4,S1,FCE_Setup_Stage,943
945,5,G1, ,944
946,5,G2, ,944
947,4,S2,FCE_Round_1_Draw,943
948,5,G1, ,947
949,4,S3,FCE_Round_1,943
950,5,G1, ,949
951,5,G2, ,949
952,5,G3, ,949
953,5,G4, ,949
954,4,S4,FCE_Round_2_Draw,943
955,5,G1, ,954
956,4,S5,FCE_Round_2,943
957,5,G1, ,956
958,5,G2, ,956
959,5,G3, ,956
960,5,G4, ,956
961,5,G5, ,956
962,5,G6, ,956
963,5,G7, ,956
964,5,G8, ,956
965,5,G9, ,956
966,5,G10, ,956
967,5,G11, ,956
968,5,G12, ,956
969,5,G13, ,956
970,5,G14, ,956
971,5,G15, ,956
972,5,G16, ,956
